date,DateTime,Event,Period,SurvM,Actual,Prior,Revised,BB_relevance_index,Ticker,SurvA,SurvH,SurvL,Freq,Ests,Time,StdDev,Surprise,DateTime1,DateTime2,DateTime3
06apr2012,04/06/12 08:30,Average Weekly Hours All Employees,Mar,34.5,34.5,34.5,34.5,25.9843,AWH TOTL Index,34.51,34.6,34.5,M,37,8:30,.02,0,04/06/12,08:30,
10apr2012,04/10/12 10:00,JOLTS Job Openings,Feb,,3498,3459,3477,25.1969,JOLTTOTL Index,,,,M,2,10:00,,,04/10/12,10:00,
10apr2012,04/10/12 10:00,IBD/TIPP Economic Optimism,Apr,48.5,49.3,47.5,,0,ECONUSIB Index,48.5,49,48,M,4,10:00,.35,2.26,04/10/12,10:00,
10apr2012,04/10/12 07:30,NFIB Small Business Optimism,Mar,95,92.5,94.3,,61.4173,SBOITOTL Index,94.73,95.5,94,M,10,7:30,.51,-4.94,04/10/12,07:30,
10apr2012,04/10/12 10:00,Wholesale Inventories MoM,Feb,.005,.009,.004,.002,81.1024,MWINCHNG Index,.0052,.01,.002,M,31,10:00,.17,2.29,04/10/12,10:00,
11apr2012,04/11/12 08:30,Import Price Index YoY,Mar,.034,.034,.055,.051,35.4331,IMP1YOY% Index,.0354,.058,.021,M,11,8:30,.82,0,04/11/12,08:30,
11apr2012,04/11/12 07:00,MBA Mortgage Applications, 6-Apr,,-.024,.048,,92.3077,MBAVCHNG Index,,,,W,0,7:00,,,04/11/12,07:00,
11apr2012,04/11/12 14:00,Fed's Beige Book,,,,,,0,,,,,,,2:00,,,04/11/12,14:00,
11apr2012,04/11/12 14:00,Monthly Budget Statement,Mar,-$196.0b,-$198.2b,-$188.2b,-$231.7b,75.59059999999999,FDDSSD Index,-$195.83b,-$180.0b,-$210.0b,M,24,2:00,6.68,-.33,04/11/12,14:00,
11apr2012,04/11/12 08:30,Import Price Index MoM,Mar,.008,.013,.004,0,77.16540000000001,IMP1CHNG Index,.0084,.013,-.003,M,48,8:30,.32,1.57,04/11/12,08:30,
12apr2012,04/12/12 08:30,Trade Balance,Feb,-$51.8b,-$46.0b,-$52.6b,-$50.1b,84.252,USTBTOT Index,-$51.63b,-$46.5b,-$54.1b,M,73,8:30,1.57,3.7,04/12/12,08:30,
12apr2012,04/12/12 09:45,Bloomberg Consumer Comfort, 8-Apr,,-32.8,-31.4,34.3,66.92910000000001,COMFCOMF Index,,,,W,1,9:45,,,04/12/12,09:45,
12apr2012,04/12/12 08:30,Continuing Claims,31-Mar,3335k,3251k,3338k,3336k,68.8976,INJCSP Index,3330.67k,3350k,3288k,W,12,8:30,18.16,-4.62,04/12/12,08:30,
12apr2012,04/12/12 08:30,PPI Ex Food and Energy YoY,Mar,.028,.029,.03,.031,0,PPI XYOY Index,.0286,.032,.025,M,24,8:30,.13,.76,04/12/12,08:30,
12apr2012,04/12/12 08:30,PPI YoY,Mar,.031,.028,.033,.034,0,PPI YOY Index,.0302,.034,.023,M,23,8:30,.3,-1,04/12/12,08:30,
12apr2012,04/12/12 08:30,PPI MoM,Mar,.003,0,.004,.003,0,PPI CHNG Index,.0025,.015,-.004,M,72,8:30,.28,-1.06,04/12/12,08:30,
12apr2012,04/12/12 08:30,Initial Jobless Claims, 7-Apr,355k,380k,357k,358k,98.4252,INJCJC Index,358.28k,372k,350k,W,46,8:30,6.11,4.09,04/12/12,08:30,
12apr2012,04/12/12 08:30,PPI Ex Food and Energy MoM,Mar,.002,.003,.002,.002,0,PXFECHNG Index,.002,.004,-.001,M,71,8:30,.06,1.76,04/12/12,08:30,
13apr2012,04/13/12 08:30,CPI Ex Food and Energy MoM,Mar,.002,.002,.001,,76.85039999999999,CPUPXCHG Index,.0018,.002,.001,M,80,8:30,.04,0,04/13/12,08:30,
13apr2012,04/13/12 08:30,CPI YoY,Mar,.027,.027,.029,,70.0787,CPI YOY Index,.0266,.028,.025,M,36,8:30,.08,0,04/13/12,08:30,
13apr2012,04/13/12 08:30,Redesign of Consumer Price Index Press Release tables,,,,,,0,,,,,,,8:30,,,04/13/12,08:30,
13apr2012,04/13/12 08:30,CPI Index NSA,Mar,229.254,229.392,227.663,,37.0079,CPURNSA Index,229.31,229.429,229.2,M,7,8:30,.09,1.5,04/13/12,08:30,
13apr2012,04/13/12 08:30,CPI MoM,Mar,.003,.003,.004,.002,96.063,CPI CHNG Index,.0029,.005,.001,M,80,8:30,.09,0,04/13/12,08:30,
13apr2012,04/13/12 08:30,CPI Ex Food and Energy YoY,Mar,.022,.023,.022,,54.3307,CPI XYOY Index,.0219,.022,.021,M,35,8:30,.03,3.57,04/13/12,08:30,
13apr2012,04/13/12 09:55,U. of Mich. Sentiment,Apr P,76.2,75.7,76.2,,94.48820000000001,CONSSENT Index,76.31999999999999,78.5,74,M,71,9:55,.87,-.58,04/13/12,09:55,
13apr2012,04/13/12 08:30,CPI Core Index SA,Mar,,228.432,227.907,228.034,40.1575,CPUPAXFE Index,,,,M,1,8:30,,,04/13/12,08:30,
16apr2012,04/16/12 10:00,Business Inventories,Feb,.006,.006,.007,.004,38.5827,MTIBCHNG Index,.0056,.01,.004,M,46,10:00,.12,0,04/16/12,10:00,
16apr2012,04/16/12 08:30,Retail Sales Advance MoM,Mar,.003,.008,.011,.012,92.126,RSTAMOM Index,.0035,.009,0,M,81,8:30,.18,2.79,04/16/12,08:30,
16apr2012,04/16/12 08:30,Retail Sales Ex Auto and Gas,Mar,.005,.007,.006,.009,60.6299,RSTAXAG% Index,.0051,.009,.002,M,16,8:30,.16,1.25,04/16/12,08:30,
16apr2012,04/16/12 09:00,Total Net TIC Flows,Feb,$30.0b,$107.7b,$18.8b,-$3.2b,64.5669,FRNTTNET Index,$33.33b,$40.0b,$30.0b,M,3,9:00,4.71,16.48,04/16/12,09:00,
16apr2012,04/16/12 09:00,Net Long-term TIC Flows,Feb,$42.5b,$10.1b,$101.0b,$112.1b,72.4409,FRNTTOTL Index,$44.50b,$65.0b,$27.0b,M,6,9:00,11.53,-2.81,04/16/12,09:00,
16apr2012,04/16/12 08:30,Retail Sales Control Group,Mar,.005,.004,.005,.01,19.685,RSTAXAGM Index,.0049,.009,.003,M,14,8:30,.14,-.74,04/16/12,08:30,
16apr2012,04/16/12 08:30,Retail Sales Ex Auto MoM,Mar,.006,.008,.009,.012,64.48820000000001,RSTAXMOM Index,.0058,.011,.003,M,70,8:30,.17,1.18,04/16/12,08:30,
16apr2012,04/16/12 08:30,Empire Manufacturing,Apr,18,6.6,20.2,15.5,82.6772,EMPRGBCI Index,17.69,22,10,M,56,8:30,2.25,-5.08,04/16/12,08:30,
16apr2012,04/16/12 10:00,NAHB Housing Market Index,Apr,28,25,28,,45.6693,USHBMIDX Index,28.46,30,27,M,48,10:00,.79,-3.8,04/16/12,10:00,
17apr2012,04/17/12 08:30,Housing Starts MoM,Mar,.01,-.058,-.011,-.026,27.5591,NHCHSTCH Index,.008,.075,-.04,M,82,8:30,2,-3.39,04/17/12,08:30,
17apr2012,04/17/12 08:30,Building Permits,Mar,710k,747k,717k,738k,62.2835,NHSPATOT Index,708.95k,750k,675k,M,56,8:30,15.77,2.35,04/17/12,08:30,
17apr2012,04/17/12 08:30,Building Permits MoM,Mar,-.007,.045,.051,.037,26.7717,NHCHATCH Index,-.0085,.049,-.056,M,56,8:30,2.21,2.36,04/17/12,08:30,
17apr2012,04/17/12 09:15,Industrial Production MoM,Mar,.003,0,0,.002,89.7638,IP CHNG Index,.0024,.007,-.006,M,82,9:15,.23,-1.3,04/17/12,09:15,
17apr2012,04/17/12 08:30,Housing Starts,Mar,705k,654k,698k,704k,88.9764,NHSPSTOT Index,703.59k,750k,670k,M,82,8:30,13.98,-3.65,04/17/12,08:30,
17apr2012,04/17/12 09:15,Capacity Utilization,Mar,.785,.786,.787,.772,62.8346,CPTICHNG Index,.7855,.794,.778,M,66,9:15,.24,.42,04/17/12,09:15,
17apr2012,04/17/12 09:15,Manufacturing (SIC) Production,Mar,,-.002,.003,.008,16.5354,IPMGCHNG Index,,,,M,0,9:15,,,04/17/12,09:15,
18apr2012,04/18/12 07:00,MBA Mortgage Applications,13-Apr,,.069,-.024,,92.3077,MBAVCHNG Index,,,,W,0,7:00,,,04/18/12,07:00,
19apr2012,04/19/12 10:00,Leading Index,Mar,.002,.003,.007,.007,83.4646,LEI CHNG Index,.002,.005,-.002,M,51,10:00,.13,.74,04/19/12,10:00,
19apr2012,04/19/12 10:00,Existing Home Sales MoM,Mar,.005,-.026,-.009,.022,49.6063,ETSLMOM Index,.0053,.035,-.031,M,73,10:00,1.16,-2.64,04/19/12,10:00,
19apr2012,04/19/12 10:00,Existing Home Sales,Mar,4.61m,4.48m,4.59m,4.58m,88.18899999999999,ETSLTOTL Index,4.61m,4.75m,4.45m,M,73,10:00,.05,-2.47,04/19/12,10:00,
19apr2012,04/19/12 08:30,Continuing Claims, 7-Apr,3300k,3297k,3251k,3286k,68.8976,INJCSP Index,3372.71k,4600k,3220k,W,14,8:30,342.05,-.01,04/19/12,08:30,
19apr2012,04/19/12 09:45,Bloomberg Consumer Comfort,15-Apr,,-31.4,-32.8,33.6,66.92910000000001,COMFCOMF Index,,,,W,1,9:45,,,04/19/12,09:45,
19apr2012,04/19/12 08:30,Initial Jobless Claims,14-Apr,370k,386k,380k,387k,98.4252,INJCJC Index,370.15k,390k,350k,W,47,8:30,9.02,1.77,04/19/12,08:30,
19apr2012,04/19/12 09:45,Bloomberg Economic Expectations,Apr,,-3,1,51,47.2441,COMFBTWR Index,,,,M,1,9:45,,,04/19/12,09:45,
19apr2012,04/19/12 10:00,Philadelphia Fed Business Outlook,Apr,12,8.5,12.5,8.800000000000001,78.7402,OUTFGAF Index,11.26,15,5,M,58,10:00,2.21,-1.58,04/19/12,10:00,
24apr2012,04/24/12 10:00,FHFA House Price Index MoM,Feb,.001,.003,0,-.003,68.5039,HPIMMOM% Index,.0012,.005,-.005,M,18,10:00,.25,.8100000000000001,04/24/12,10:00,
24apr2012,04/24/12 09:00,S&P CoreLogic CS 20-City YoY NSA,Feb,-.034,-.0349,-.0378,-.0396,40.9449,SPCS20Y% Index,-.0337,-.029,-.038,M,31,9:00,.22,-.41,04/24/12,09:00,
24apr2012,04/24/12 10:00,Conf. Board Consumer Confidence,Apr,69.59999999999999,69.2,70.2,69.5,93.7008,CONCCONF Index,69.76000000000001,74,67,M,74,10:00,1.35,-.3,04/24/12,10:00,
24apr2012,04/24/12 10:00,New Home Sales,Mar,319k,328k,313k,366k,91.3386,NHSLTOT Index,318.12k,337k,300k,M,78,10:00,8.08,1.11,04/24/12,10:00,
24apr2012,04/24/12 10:00,New Home Sales MoM,Mar,.019,-.071,-.016,.093,46.4567,NHSLCHNG Index,.0164,.077,-.042,M,78,10:00,2.58,-3.49,04/24/12,10:00,
24apr2012,04/24/12 09:00,S&P CoreLogic CS 20-City MoM SA,Feb,.002,.0015,-.0004,-.0017,24.4094,SPCS20SM Index,.0016,.005,-.003,M,20,9:00,.22,-.23,04/24/12,09:00,
24apr2012,04/24/12 09:00,S&P CoreLogic CS 20-City NSA Index,Feb,134.68,134.2,135.46,135.21,43.3071,SPCS20 Index,135.18,137,134.38,M,4,9:00,1.06,-.45,04/24/12,09:00,
24apr2012,04/24/12 10:00,Richmond Fed Manufact. Index,Apr,6,14,7,4,70.8661,RCHSINDX Index,6.29,9,4,M,12,10:00,1.74,4.6,04/24/12,10:00,
25apr2012,04/25/12 08:30,Cap Goods Orders Nondef Ex Air,Mar,.01,-.008,.012,.036,59.8425,CGNOXAI% Index,.0122,.036,0,M,14,8:30,.9399999999999999,-1.91,04/25/12,08:30,
25apr2012,04/25/12 08:30,Durable Goods Orders,Mar,-.017,-.042,.022,.008,92.9134,DGNOCHNG Index,-.0163,.022,-.04,M,81,8:30,1.31,-1.91,04/25/12,08:30,
25apr2012,04/25/12 08:30,Durables Ex Transportation,Mar,.005,-.011,.016,.016,74.33069999999999,DGNOXTCH Index,.0062,.024,0,M,51,8:30,.51,-3.12,04/25/12,08:30,
25apr2012,04/25/12 12:30,FOMC Rate Decision (Upper Bound),25-Apr,.0025,.0025,.0025,,97.6378,FDTR Index,.0025,.0025,.0025,D,79,12:30,0,,04/25/12,12:30,
25apr2012,04/25/12 07:00,MBA Mortgage Applications,20-Apr,,-.038,.069,,92.3077,MBAVCHNG Index,,,,W,0,7:00,,,04/25/12,07:00,
25apr2012,04/25/12,Revisions: Employment Cost Index,,,,,,0,,,,,,,,,,04/25/12,,
25apr2012,04/25/12 08:30,Cap Goods Ship Nondef Ex Air,Mar,.014,.026,.014,.019,58.2677,CGSHXAI% Index,.0148,.021,.01,M,4,8:30,.49,2.47,04/25/12,08:30,
26apr2012,04/26/12 09:45,Bloomberg Consumer Comfort,22-Apr,,-35.8,-31.4,34.3,66.92910000000001,COMFCOMF Index,,,,W,2,9:45,,,04/26/12,09:45,
26apr2012,04/26/12 11:00,Kansas City Fed Manf. Activity,Apr,7,3,9,,20.4724,KCLSSACI Index,7.6,11,6,M,5,11:00,1.74,-2.29,04/26/12,11:00,
26apr2012,04/26/12 10:00,Pending Home Sales MoM,Mar,.01,.041,-.005,.004,76.378,USPHTMOM Index,.0075,.04,-.037,M,43,10:00,1.47,2.11,04/26/12,10:00,
26apr2012,04/26/12 10:00,Pending Home Sales NSA YoY,Mar,.073,.108,.139,.143,28.3465,USPHTYOY Index,.0718,.107,.03,M,6,10:00,2.35,1.49,04/26/12,10:00,
26apr2012,04/26/12 08:30,Chicago Fed Nat Activity Index,Mar,,-.29,-.09,-.05,62.9921,CFNAI Index,,,,M,2,8:30,,,04/26/12,08:30,
26apr2012,04/26/12 08:30,Continuing Claims,14-Apr,3293k,3315k,3297k,3325k,68.8976,INJCSP Index,3285.46k,3310k,3250k,W,13,8:30,21.33,1.03,04/26/12,08:30,
26apr2012,04/26/12 08:30,Initial Jobless Claims,21-Apr,375k,388k,386k,381k,98.4252,INJCJC Index,374.67k,390k,355k,W,48,8:30,7.36,1.77,04/26/12,08:30,
27apr2012,04/27/12 08:30,Core PCE QoQ,1Q A,.021,.021,.013,,67.7953,GDPCPCEC Index,.0211,.024,.02,Q,20,8:30,.09,0,04/27/12,08:30,
27apr2012,04/27/12 08:30,GDP Price Index,1Q A,.021,.015,.009,,77.4803,GDP PIQQ Index,.0201,.028,.01,Q,38,8:30,.36,-1.65,04/27/12,08:30,
27apr2012,04/27/12 08:30,GDP Annualized QoQ,1Q A,.025,.022,.03,,96.85039999999999,GDP CQOQ Index,.025,.036,.012,Q,85,8:30,.34,-.87,04/27/12,08:30,
27apr2012,04/27/12 09:55,U. of Mich. Sentiment,Apr F,75.7,76.40000000000001,75.7,76.40000000000001,94.48820000000001,CONSSENT Index,75.61,77,74,M,61,9:55,.6,1.17,04/27/12,09:55,
27apr2012,04/27/12 08:30,Employment Cost Index,1Q,.005,.004,.004,.004,74.8031,ECI SA% Index,.0052,.007,.003,Q,50,8:30,.08,-1.23,04/27/12,08:30,
27apr2012,04/27/12 08:30,Personal Consumption,1Q A,.023,.029,.021,,67.7953,GDPCTOT% Index,.0226,.026,.018,Q,31,8:30,.19,3.23,04/27/12,08:30,
30apr2012,04/30/12 10:00,Revisions: Retail Sales,,,,,,0,,,,,,,10:00,,,04/30/12,10:00,
30apr2012,04/30/12 08:30,PCE Deflator YoY,Mar,.022,.021,.023,.026,41.7323,PCE DEFY Index,.0221,.023,.021,M,19,8:30,.05,-1.96,04/30/12,08:30,
30apr2012,04/30/12 10:30,Dallas Fed Manf. Activity,Apr,8,-3.4,10.8,9.5,63.7795,DFEDGBA Index,8.75,12,7,M,8,10:30,1.64,-6.95,04/30/12,10:30,
30apr2012,04/30/12 08:30,Personal Income,Mar,.003,.004,.002,.009,85.82680000000001,PITLCHNG Index,.0028,.008,.001,M,68,8:30,.14,.71,04/30/12,08:30,
30apr2012,04/30/12 08:00,ISM Milwaukee,Apr,53,52.87,51.8,,0,MAPMINDX Index,53.31,54.5,52.7,M,7,8:00,.55,-.23,04/30/12,08:00,
30apr2012,04/30/12 08:30,PCE Core Deflator MoM,Mar,.002,.002,.001,.002,60.0787,PCE CMOM Index,.0019,.002,.001,M,47,8:30,.03,0,04/30/12,08:30,
30apr2012,04/30/12 08:30,Personal Spending,Mar,.004,.003,.008,.008,85.82680000000001,PCE CRCH Index,.0042,.012,.002,M,72,8:30,.16,-.63,04/30/12,08:30,
30apr2012,04/30/12 08:30,PCE Deflator MoM,Mar,.003,.002,.003,.002,18.1102,PCE DEFM Index,.0025,.003,.002,M,24,8:30,.05,-1,04/30/12,08:30,
30apr2012,04/30/12 08:30,PCE Core Deflator YoY,Mar,.02,.02,.019,.021,50.3937,PCE CYOY Index,.0196,.021,.018,M,28,8:30,.08,0,04/30/12,08:30,
30apr2012,04/30/12 09:45,MNI Chicago PMI,Apr,60,56.2,62.2,61.8,81.88979999999999,CHPMINDX Index,60.4,62.9,58,M,55,9:45,1.08,-3.52,04/30/12,09:45,
01may2012,05/01/12 10:00,ISM Prices Paid,Apr,59,61,61,62.3,74.0157,NAPMPRIC Index,59.62,65,58,M,19,10:00,1.86,1.08,05/01/12,10:00,
01may2012,05/01/12 16:10,Wards Total Vehicle Sales,Apr,14.40m,14.38m,14.32m,14.22m,44.0945,SAARTOTL Index,14.34m,14.80m,14.00m,M,40,4:10,.2,-.1,05/01/12,16:10,
01may2012,05/01/12 10:00,Construction Spending MoM,Mar,.005,.001,-.011,-.008,80.315,CNSTTMOM Index,.0049,.01,-.008,M,47,10:00,.36,-1.11,05/01/12,10:00,
01may2012,05/01/12 10:00,ISM Manufacturing,Apr,53,54.8,53.4,53.5,95.2756,NAPMPMI Index,52.92,54,52,M,79,10:00,.45,4.01,05/01/12,10:00,
01may2012,05/01/12 16:10,Wards Domestic Vehicle Sales,Apr,11.10m,11.12m,11.09m,10.99m,0,SAARDTOT Index,11.15m,11.50m,10.90m,M,15,4:10,.16,.12,05/01/12,16:10,
02may2012,05/02/12 08:15,ADP Employment Change,Apr,170k,119k,209k,296k,87.4016,ADP CHNG Index,168.97k,200k,100k,M,37,8:15,21.45,-2.38,05/02/12,08:15,
02may2012,05/02/12 09:45,ISM New York,Apr,,61.2,67.40000000000001,,0,NYPMCURR Index,,,,M,0,9:45,,,05/02/12,09:45,
02may2012,05/02/12 07:00,MBA Mortgage Applications,27-Apr,,.001,-.038,,92.3077,MBAVCHNG Index,,,,W,0,7:00,,,05/02/12,07:00,
02may2012,05/02/12 10:00,Factory Orders,Mar,-.016,-.015,.013,.013,85.0394,TMNOCHNG Index,-.0163,0,-.03,M,61,10:00,.52,.19,05/02/12,10:00,
03may2012,05/03/12 08:30,Unit Labor Costs,1Q P,.027,.02,.028,.027,37.7953,COSTNFR% Index,.0257,.037,.01,Q,54,8:30,.65,-1,05/03/12,08:30,
03may2012,05/03/12 09:45,Bloomberg Consumer Comfort,29-Apr,,-37.6,-35.8,32.1,66.92910000000001,COMFCOMF Index,,,,W,1,9:45,,,05/03/12,09:45,
03may2012,05/03/12 10:00,ISM Services Index,Apr,55.3,53.5,56,55.5,79.52760000000001,NAPMNMI Index,55.36,57,54,M,74,10:00,.72,-2.5,05/03/12,10:00,
03may2012,05/03/12 07:30,Challenger Job Cuts YoY,Apr,,.112,-.088,,36.2205,CHALYOY% Index,,,,M,0,7:30,,,05/03/12,07:30,
03may2012,05/03/12 08:30,Nonfarm Productivity,1Q P,-.006,-.005,.009,.012,42.5197,PRODNFR% Index,-.0063,.005,-.015,Q,60,8:30,.43,.23,05/03/12,08:30,
03may2012,05/03/12 11:40,ICSC Chain Store Sales YoY,Apr,,.006,.041,,0,MBRXYOYW Index,,,,M,0,11:40,,,05/03/12,11:40,
03may2012,05/03/12 08:30,Initial Jobless Claims,28-Apr,379k,365k,388k,387k,98.4252,INJCJC Index,377.43k,400k,360k,W,46,8:30,6.74,-2.08,05/03/12,08:30,
03may2012,05/03/12 08:30,Continuing Claims,21-Apr,3311k,3276k,3315k,3355k,68.8976,INJCSP Index,3313.92k,3340k,3300k,W,12,8:30,13.21,-2.65,05/03/12,08:30,
03may2012,05/03/12 08:00,RBC Consumer Outlook Index,May,,47.6,46.6,,0,ICSHNATL Index,,,,M,0,8:00,,,05/03/12,08:00,
04may2012,05/04/12 08:30,Change in Private Payrolls,Apr,165k,130k,121k,244k,29.9213,NFP PCH Index,165.98k,209k,105k,M,44,8:30,21.58,-1.62,05/04/12,08:30,
04may2012,05/04/12 08:30,Average Hourly Earnings MoM,Apr,.002,0,.002,.004,31.4961,AHE MOM% Index,.0018,.003,.001,M,52,8:30,.05,-4.39,05/04/12,08:30,
04may2012,05/04/12 08:30,Change in Household Employment,Apr,,-169,-31,178,0,USEMNCHG Index,,,,M,0,8:30,,,05/04/12,08:30,
04may2012,05/04/12 08:30,Underemployment Rate,Apr,,.145,.145,,21.2598,USUDMAER Index,,,,M,0,8:30,,,05/04/12,08:30,
04may2012,05/04/12 08:30,Change in Nonfarm Payrolls,Apr,160k,115k,120k,240k,99.21259999999999,NFP TCH Index,157.89k,210k,89k,M,85,8:30,25.77,-1.75,05/04/12,08:30,
04may2012,05/04/12 08:30,Change in Manufact. Payrolls,Apr,20k,16k,37k,38k,69.44880000000001,USMMMNCH Index,20.43k,35k,0k,M,21,8:30,9.33,-.43,05/04/12,08:30,
04may2012,05/04/12 08:30,Unemployment Rate,Apr,.082,.081,.082,,89.29130000000001,USURTOT Index,.082,.083,.081,M,83,8:30,.05,-1.87,05/04/12,08:30,
04may2012,05/04/12 08:30,Average Hourly Earnings YoY,Apr,.02,.018,.021,.021,32.2835,AHE YOY% Index,.0203,.021,.019,M,9,8:30,.07,-3,05/04/12,08:30,
04may2012,05/04/12 08:30,Average Weekly Hours All Employees,Apr,34.5,34.5,34.5,34.4,25.9843,AWH TOTL Index,34.49,34.6,34.1,M,36,8:30,.07,0,05/04/12,08:30,
07may2012,05/07/12 15:00,Consumer Credit,Mar,$9.800b,$21.355b,$8.735b,$6.601b,39.3701,CICRTOT Index,$9.18b,$15.000b,$4.500b,M,33,3:00,2.69,4.3,05/07/12,15:00,
08may2012,05/08/12 10:00,IBD/TIPP Economic Optimism,May,48,48.5,49.3,,0,ECONUSIB Index,48.42,49.5,48,M,6,10:00,.61,.82,05/08/12,10:00,
08may2012,05/08/12 07:30,NFIB Small Business Optimism,Apr,93,94.5,92.5,,61.4173,SBOITOTL Index,92.68000000000001,93.59999999999999,91.5,M,13,7:30,.61,2.47,05/08/12,07:30,
08may2012,05/08/12 10:00,JOLTS Job Openings,Mar,,3737,3498,3565,25.1969,JOLTTOTL Index,,,,M,2,10:00,,,05/08/12,10:00,
09may2012,05/09/12 10:00,Wholesale Inventories MoM,Mar,.006,.003,.009,.014,81.1024,MWINCHNG Index,.006,.009,.004,M,28,10:00,.12,-2.54,05/09/12,10:00,
09may2012,05/09/12 07:00,MBA Mortgage Applications, 4-May,,.017,.001,,92.3077,MBAVCHNG Index,,,,W,0,7:00,,,05/09/12,07:00,
10may2012,05/10/12 08:30,Initial Jobless Claims, 5-May,368k,367k,365k,372k,98.4252,INJCJC Index,367.43k,380k,345k,W,47,8:30,6.36,-.16,05/10/12,08:30,
10may2012,05/10/12 08:30,Import Price Index YoY,Apr,.008,.005,.034,.035,35.4331,IMP1YOY% Index,.0104,.03,-.003,M,9,8:30,1.11,-.27,05/10/12,08:30,
10may2012,05/10/12 08:30,Continuing Claims,28-Apr,3275k,3229k,3276k,3316k,68.8976,INJCSP Index,3271.43k,3315k,3185k,W,14,8:30,32.1,-1.43,05/10/12,08:30,
10may2012,05/10/12 09:45,Bloomberg Consumer Comfort, 6-May,,-40.4,-37.6,31.2,66.92910000000001,COMFCOMF Index,,,,W,0,9:45,,,05/10/12,09:45,
10may2012,05/10/12 14:00,Monthly Budget Statement,Apr,$35.0b,$59.1b,-$40.4b,-$198.2b,75.59059999999999,FDDSSD Index,$39.83b,$60.0b,$0.0b,M,23,2:00,15.81,1.52,05/10/12,14:00,
10may2012,05/10/12 08:30,Import Price Index MoM,Apr,-.002,-.005,.013,.014,77.16540000000001,IMP1CHNG Index,-.0017,.013,-.011,M,50,8:30,.38,-.79,05/10/12,08:30,
10may2012,05/10/12 08:30,Trade Balance,Mar,-$50.0b,-$51.8b,-$46.0b,-$42.8b,84.252,USTBTOT Index,-$49.76b,-$45.0b,-$54.0b,M,75,8:30,1.45,-1.24,05/10/12,08:30,
11may2012,05/11/12 08:30,PPI Ex Food and Energy MoM,Apr,.002,.002,.003,.002,0,PXFECHNG Index,.0018,.003,0,M,68,8:30,.06,0,05/11/12,08:30,
11may2012,05/11/12 08:30,PPI YoY,Apr,.021,.019,.028,.027,0,PPI YOY Index,.0211,.024,.019,M,24,8:30,.11,-1.86,05/11/12,08:30,
11may2012,05/11/12 09:55,U. of Mich. Sentiment,May P,76,77.8,76.40000000000001,,94.48820000000001,CONSSENT Index,75.95999999999999,78,73.5,M,68,9:55,.87,2.06,05/11/12,09:55,
11may2012,05/11/12 08:30,PPI Ex Food and Energy YoY,Apr,.028,.027,.029,,0,PPI XYOY Index,.0277,.028,.026,M,23,8:30,.06,-1.61,05/11/12,08:30,
11may2012,05/11/12 08:30,PPI MoM,Apr,0,-.002,0,.001,0,PPI CHNG Index,-.0003,.003,-.006,M,73,8:30,.16,-1.27,05/11/12,08:30,
15may2012,05/15/12 10:00,Business Inventories,Mar,.004,.003,.006,.008,38.5827,MTIBCHNG Index,.004,.007,.002,M,44,10:00,.1,-1,05/15/12,10:00,
15may2012,05/15/12 08:30,Empire Manufacturing,May,9,17.1,6.6,7.8,82.6772,EMPRGBCI Index,9.359999999999999,19.9,2,M,57,8:30,2.95,2.74,05/15/12,08:30,
15may2012,05/15/12 08:30,Retail Sales Ex Auto and Gas,Apr,.003,.001,.007,.004,60.6299,RSTAXAG% Index,.0026,.006,-.002,M,15,8:30,.19,-1.04,05/15/12,08:30,
15may2012,05/15/12 09:00,Net Long-term TIC Flows,Mar,$32.5b,$36.2b,$10.1b,$7.6b,72.4409,FRNTTOTL Index,$41.25b,$75.0b,$25.0b,M,4,9:00,20.43,.18,05/15/12,09:00,
15may2012,05/15/12 08:30,Retail Sales Ex Auto MoM,Apr,.002,.001,.008,.004,64.48820000000001,RSTAXMOM Index,.0012,.008,-.004,M,74,8:30,.22,-.45,05/15/12,08:30,
15may2012,05/15/12 08:30,CPI MoM,Apr,0,0,.003,.002,96.063,CPI CHNG Index,.0004,.003,-.001,M,80,8:30,.09,0,05/15/12,08:30,
15may2012,05/15/12 08:30,CPI Index NSA,Apr,229.904,230.085,229.392,,37.0079,CPURNSA Index,229.92,230.1,229.676,M,8,8:30,.13,1.36,05/15/12,08:30,
15may2012,05/15/12 08:30,Retail Sales Control Group,Apr,.003,.004,.004,0,19.685,RSTAXAGM Index,.0026,.007,-.003,M,17,8:30,.21,.47,05/15/12,08:30,
15may2012,05/15/12 08:30,Retail Sales Advance MoM,Apr,.001,.001,.008,.004,92.126,RSTAMOM Index,.0011,.007,-.003,M,80,8:30,.21,0,05/15/12,08:30,
15may2012,05/15/12 08:30,CPI Core Index SA,Apr,,228.984,228.432,228.478,40.1575,CPUPAXFE Index,,,,M,1,8:30,,,05/15/12,08:30,
15may2012,05/15/12 09:00,Total Net TIC Flows,Mar,,-$49.9b,$107.7b,$102.3b,64.5669,FRNTTNET Index,,,,M,2,9:00,,,05/15/12,09:00,
15may2012,05/15/12 08:30,CPI Ex Food and Energy YoY,Apr,.023,.023,.023,,54.3307,CPI XYOY Index,.0227,.023,.021,M,32,8:30,.05,0,05/15/12,08:30,
15may2012,05/15/12 08:30,CPI YoY,Apr,.023,.023,.027,,70.0787,CPI YOY Index,.0231,.025,.021,M,33,8:30,.11,0,05/15/12,08:30,
